Customer_id,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
,17.96138318,14.7264704,8.85900623,8.636548286,11.72423676,14.7234704,8.40140187,8.653778816,15.00138318,5.714700934,8.585781932,9.039227414,8.658239876,14.49016822,20.62039564,8.634317758,18.11930218,17.51809034,8.649395638,11.83785047,11.69339252,14.63939252,26.78646729,14.8966947,8.300249222,8.728470404,20.64431776,8.638392524,11.56893458,11.84777259,11.61931776,11.66254829,11.74954517,8.78769782,14.67939252,11.6448567,14.69093146,5.755158878,5.559781932,14.6964704,11.90661682,8.700853582,8.75069782,11.66423988,11.67070093,8.836080996,14.91369159,17.80515888,5.742545172,8.714931464
,8.77721101,8.97993578,15.16778899,14.76814679,11.54055046,8.954,17.62522936,11.66446789,20.84473394,17.99863303,23.95269725,8.763926606,14.79866972,14.71721101,8.673055046,14.76297248,11.76957798,5.655990826,14.85801835,20.89954128,14.6696422,11.5009633,8.825908256,14.84890826,8.385504588,17.97276147,14.74086239,17.37611009,8.656990826,11.79738532,14.69751376,11.81708257,8.83225688,14.84384404,8.618944954,11.97404587,5.734688074,8.60159633,14.71110092,14.71140367,8.595376146,8.774733944,14.67381651,14.70375229,11.68399083,14.68511927,11.57848624,5.853431192,14.69222936,8.86419266
,11.96138318,5.726470404,8.85900623,11.63654829,8.72423676,23.7234704,11.40140187,11.65377882,30.00138318,8.714700934,11.58578193,9.039227414,5.658239876,8.490168224,14.62039564,5.634317758,12.11930218,8.518090342,8.649395638,20.83785047,11.69339252,11.63939252,8.78646729,8.896694704,14.30024922,14.7284704,11.64431776,8.638392524,14.56893458,8.847772586,8.619317758,20.66254829,8.749545172,20.78769782,11.67939252,8.644856698,11.69093146,11.75515888,11.55978193,5.696470404,8.906616822,20.70085358,8.75069782,11.66423988,8.670700934,17.836081,5.913691588,11.80515888,14.74254517,17.71493146
,8.77721101,11.97993578,6.16778899,11.76814679,17.54055046,11.954,8.625229358,8.66446789,5.844733944,8.998633028,11.95269725,14.76392661,8.798669724,11.71721101,14.67305505,11.76297248,8.769577982,11.65599083,11.85801835,11.89954128,8.669642202,11.5009633,11.82590826,17.84890826,8.385504588,14.97276147,11.74086239,11.37611009,11.65699083,11.79738532,11.69751376,11.81708257,8.83225688,11.84384404,5.618944954,14.97404587,11.73468807,20.60159633,11.71110092,8.71140367,8.595376146,5.774733944,8.673816514,8.703752294,11.68399083,14.68511927,5.578486238,8.853431192,11.69222936,14.86419266
,11.51247737,17.86646502,15.14445679,23.56278189,8.707160494,14.87992593,14.61131687,8.861847736,8.832312758,8.626242798,5.595012346,8.779160494,11.51639918,8.501860082,8.93992181,5.624395062,8.959539094,14.61185597,14.92776955,11.77716049,14.75085185,11.45816872,8.804312758,20.90138683,8.310864198,11.90138683,11.77431276,8.671160494,11.5552428,11.76216049,5.576473252,8.7616214,14.69354733,8.708777778,8.687469136,14.51570782,8.760851852,14.63085597,5.741851852,24.01753498,12.15799177,11.49070782,8.605934156,8.752851852,11.70569959,21.06545679,14.57401235,5.730238684,17.86761728,11.7930823
,8.961383178,14.7264704,11.85900623,8.636548286,11.72423676,11.7234704,14.40140187,11.65377882,12.00138318,14.71470093,5.585781932,18.03922741,17.65823988,11.49016822,17.62039564,5.634317758,12.11930218,11.51809034,5.649395638,14.83785047,14.69339252,17.63939252,20.78646729,8.896694704,8.300249222,5.728470404,11.64431776,14.63839252,8.56893458,14.84777259,11.61931776,8.662548286,8.749545172,5.78769782,17.67939252,14.6448567,11.69093146,5.755158878,8.559781932,14.6964704,17.90661682,14.70085358,11.75069782,8.664239876,17.67070093,20.836081,5.913691588,8.805158878,11.74254517,14.71493146
,8.961383178,11.7264704,14.85900623,11.63654829,11.72423676,11.7234704,14.40140187,8.653778816,9.001383178,8.714700934,8.585781932,15.03922741,8.658239876,11.49016822,8.620395638,11.63431776,12.11930218,20.51809034,8.649395638,8.837850468,11.69339252,23.63939252,20.78646729,11.8966947,26.30024922,11.7284704,8.644317758,11.63839252,11.56893458,14.84777259,8.619317758,14.66254829,14.74954517,8.78769782,11.67939252,11.6448567,5.690931464,8.755158878,11.55978193,11.6964704,11.90661682,8.700853582,17.75069782,5.664239876,8.670700934,23.836081,5.913691588,14.80515888,17.74254517,17.71493146
,11.96138318,17.7264704,11.85900623,5.636548286,11.72423676,8.723470404,8.40140187,14.65377882,6.001383178,20.71470093,8.585781932,12.03922741,14.65823988,11.49016822,20.62039564,14.63431776,12.11930218,8.518090342,5.649395638,14.83785047,5.693392524,8.639392524,11.78646729,11.8966947,11.30024922,11.7284704,8.644317758,8.638392524,17.56893458,11.84777259,23.61931776,14.66254829,11.74954517,14.78769782,11.67939252,11.6448567,11.69093146,5.755158878,14.55978193,11.6964704,14.90661682,14.70085358,14.75069782,11.66423988,5.670700934,5.836080996,14.91369159,8.805158878,8.742545172,11.71493146
,20.96138318,17.7264704,8.85900623,14.63654829,14.72423676,8.723470404,14.40140187,14.65377882,15.00138318,11.71470093,11.58578193,12.03922741,5.658239876,5.490168224,14.62039564,11.63431776,9.11930218,11.51809034,8.649395638,11.83785047,14.69339252,11.63939252,8.78646729,8.896694704,8.300249222,17.7284704,11.64431776,14.63839252,14.56893458,8.847772586,11.61931776,17.66254829,14.74954517,8.78769782,11.67939252,11.6448567,8.690931464,20.75515888,11.55978193,23.6964704,17.90661682,11.70085358,11.75069782,23.66423988,17.67070093,14.836081,8.913691588,8.805158878,17.74254517,8.714931464
