108,242,0.07
108,215,0.07
108,255,0.07
108,218,0.79
109,239,0.06
109,256,0.06
109,212,0.19
109,257,0.19
109,258,0.44
109,259,0.06
114,212,0.61
114,240,0.39
121,300,0.03
121,301,0.03
121,276,0.03
121,288,0.42
121,212,0.19
121,218,0.03
121,259,0.06
121,302,0.19
124,219,0.05
124,284,0.03
124,235,0.02
124,285,0.02
124,242,0.02
124,314,0.38
124,243,0.07
124,257,0.02
124,231,0.17
124,265,0.02
124,273,0.02
124,254,0.03
124,312,0.17
135,241,0.01
135,279,0.02
135,219,0.0
135,220,0.03
135,268,0.0
135,205,0.03
135,203,0.01
135,236,0.0
135,285,0.0
135,242,0.07
135,206,0.0
135,237,0.01
135,223,0.0
135,208,0.01
135,314,0.01
135,238,0.01
135,209,0.06
135,210,0.01
135,211,0.05
135,286,0.0
135,227,0.07
135,214,0.01
135,215,0.11
135,289,0.02
135,291,0.01
135,293,0.01
135,229,0.03
135,264,0.01
135,247,0.11
135,306,0.0
135,216,0.0
135,231,0.01
135,309,0.0
135,217,0.02
135,218,0.01
135,266,0.0
135,232,0.01
135,267,0.0
135,296,0.03
135,273,0.16
135,254,0.01
135,330,0.0
135,311,0.01
145,337,0.15
145,338,0.08
145,208,0.01
145,224,0.01
145,225,0.01
145,209,0.01
145,339,0.01
145,340,0.01
145,341,0.01
145,319,0.01
145,342,0.05
145,253,0.01
145,246,0.03
145,343,0.02
145,266,0.02
145,323,0.06
145,273,0.43
145,254,0.03
145,234,0.03
146,338,0.01
146,202,0.01
146,220,0.04
146,344,0.01
146,203,0.04
146,242,0.01
146,222,0.01
146,223,0.01
146,208,0.1
146,238,0.01
146,209,0.09
146,345,0.04
146,239,0.01
146,227,0.02
146,212,0.03
146,240,0.01
146,215,0.09
146,291,0.02
146,229,0.01
146,247,0.01
146,216,0.01
146,266,0.01
146,248,0.01
146,273,0.26
146,254,0.02
146,233,0.12
147,346,0.01
147,347,0.01
147,348,0.03
147,219,0.02
147,220,0.01
147,205,0.01
147,207,0.03
147,221,0.01
147,269,0.02
147,349,0.06
147,209,0.01
147,350,0.01
147,281,0.13
147,211,0.01
147,351,0.07
147,352,0.01
147,261,0.04
147,213,0.03
147,214,0.03
147,240,0.01
147,262,0.01
147,215,0.22
147,255,0.01
147,229,0.03
147,216,0.03
147,353,0.01
147,266,0.03
147,354,0.08
147,248,0.01
147,267,0.01
147,311,0.01
148,279,0.06
148,204,0.0
148,220,0.02
148,236,0.01
148,207,0.03
148,269,0.02
148,336,0.0
148,209,0.0
148,210,0.01
148,211,0.01
148,352,0.01
148,256,0.0
148,212,0.02
148,270,0.02
148,213,0.17
148,214,0.01
148,257,0.0
148,240,0.29
148,215,0.06
148,255,0.07
148,293,0.0
148,229,0.04
148,305,0.0
148,306,0.0
148,355,0.0
148,216,0.0
148,231,0.0
148,309,0.0
148,353,0.01
148,217,0.07
148,267,0.0
148,254,0.01
148,330,0.02
148,312,0.01
148,324,0.0
150,337,0.01
150,357,0.01
150,338,0.26
150,225,0.04
150,358,0.02
150,340,0.01
150,359,0.02
150,360,0.01
150,328,0.01
150,361,0.01
150,362,0.02
150,323,0.07
150,363,0.01
150,356,0.41
150,234,0.13
150,364,0.01
151,279,0.02
151,219,0.34
151,220,0.02
151,365,0.02
151,239,0.02
151,213,0.07
151,240,0.17
151,215,0.07
151,229,0.1
151,278,0.02
151,266,0.05
151,366,0.02
151,254,0.02
151,297,0.02
160,241,0.01
160,219,0.11
160,220,0.03
160,235,0.0
160,205,0.01
160,203,0.0
160,285,0.0
160,207,0.01
160,221,0.01
160,222,0.01
160,223,0.0
160,208,0.17
160,224,0.01
160,314,0.03
160,238,0.11
160,209,0.0
160,318,0.0
160,345,0.0
160,210,0.0
160,276,0.0
160,211,0.0
160,239,0.02
160,277,0.0
160,215,0.0
160,381,0.01
160,382,0.01
160,383,0.0
160,291,0.02
160,229,0.09
160,247,0.01
160,266,0.01
160,232,0.01
160,295,0.0
160,273,0.09
160,254,0.2
160,233,0.01
161,341,1.0
164,219,0.07
164,205,0.07
164,242,0.07
164,291,0.27
164,248,0.07
164,232,0.33
164,273,0.07
164,297,0.07
166,346,0.0
166,279,0.04
166,347,0.01
166,204,0.0
166,220,0.01
166,203,0.0
166,236,0.01
166,207,0.08
166,269,0.01
166,349,0.0
166,211,0.02
166,261,0.0
166,227,0.0
166,270,0.01
166,213,0.15
166,214,0.01
166,240,0.23
166,215,0.22
166,283,0.02
166,229,0.02
166,264,0.0
166,305,0.01
166,309,0.01
166,217,0.02
166,266,0.07
166,267,0.02
166,296,0.0
166,389,0.0
166,369,0.01
167,218,1.0
168,285,0.33
168,246,0.33
168,232,0.33
169,279,0.02
169,211,0.09
169,212,0.02
169,213,0.81
169,240,0.03
169,215,0.03
170,239,0.13
170,288,0.13
170,240,0.5
170,264,0.13
170,254,0.13
175,391,1.0
176,392,0.04
176,219,0.25
176,220,0.04
176,285,0.04
176,208,0.13
176,238,0.08
176,209,0.08
176,227,0.04
176,291,0.08
176,247,0.04
176,266,0.04
176,248,0.13
177,219,0.04
177,220,0.08
177,203,0.03
177,242,0.01
177,222,0.01
177,223,0.03
177,208,0.01
177,224,0.01
177,227,0.04
177,229,0.03
177,266,0.02
177,273,0.66
177,393,0.01
178,241,0.01
178,219,0.13
178,207,0.01
178,222,0.1
178,224,0.02
178,314,0.41
178,209,0.01
178,277,0.01
178,212,0.09
178,247,0.01
178,266,0.01
178,248,0.06
178,273,0.13
178,254,0.01
181,279,0.05
181,285,0.02
181,242,0.17
181,261,0.05
181,227,0.02
181,212,0.02
181,394,0.12
181,215,0.07
181,248,0.02
181,322,0.02
181,232,0.02
181,273,0.05
181,312,0.29
181,369,0.05
182,279,0.36
182,347,0.02
182,204,0.08
182,344,0.01
182,236,0.07
182,207,0.02
182,269,0.03
182,209,0.01
182,212,0.07
182,270,0.06
182,213,0.05
182,240,0.01
182,283,0.16
182,229,0.01
182,307,0.01
182,258,0.01
182,217,0.05
183,279,0.0
183,219,0.03
183,220,0.03
183,235,0.01
183,332,0.01
183,205,0.05
183,236,0.03
183,207,0.0
183,222,0.01
183,269,0.0
183,238,0.24
183,209,0.1
183,345,0.01
183,210,0.0
183,276,0.01
183,286,0.0
183,288,0.0
183,212,0.02
183,213,0.1
183,240,0.06
183,215,0.02
183,289,0.05
183,290,0.0
183,382,0.0
183,291,0.02
183,283,0.02
183,229,0.02
183,263,0.0
183,216,0.02
183,385,0.07
183,266,0.02
183,297,0.01
186,220,0.19
186,314,0.52
186,209,0.14
186,227,0.1
186,273,0.05
189,219,0.01
189,205,0.01
189,203,0.01
189,208,0.06
189,238,0.21
189,243,0.01
189,386,0.01
189,345,0.01
189,210,0.01
189,239,0.01
189,288,0.01
189,212,0.03
189,215,0.01
189,291,0.01
189,229,0.01
189,328,0.01
189,354,0.05
189,248,0.01
189,232,0.01
189,273,0.01
189,254,0.49
192,219,0.07
192,220,0.03
192,205,0.03
192,222,0.07
192,227,0.1
192,212,0.37
192,290,0.03
192,216,0.03
192,232,0.03
192,273,0.23
193,397,0.02
193,203,0.02
193,318,0.07
193,276,0.11
193,288,0.23
193,277,0.07
193,212,0.39
193,257,0.02
193,264,0.02
193,248,0.02
193,372,0.02
195,224,1.0
196,241,1.0
201,220,0.03
201,277,0.03
201,212,0.16
201,240,0.13
201,215,0.03
201,247,0.09
201,216,0.53
202,241,0.02
202,337,0.01
202,338,0.01
202,219,0.03
202,202,0.02
202,220,0.1
202,399,0.02
202,222,0.01
202,223,0.01
202,208,0.01
202,224,0.03
202,314,0.03
202,400,0.02
202,276,0.01
202,239,0.03
202,401,0.01
202,326,0.01
202,256,0.01
202,227,0.01
202,212,0.03
202,257,0.04
202,240,0.02
202,291,0.03
202,229,0.16
202,264,0.02
202,230,0.02
202,248,0.07
202,322,0.01
202,232,0.05
202,323,0.01
202,254,0.09
202,335,0.02
202,233,0.06
206,402,0.01
206,338,0.02
206,373,0.01
206,403,0.01
206,206,0.01
206,396,0.02
206,275,0.01
206,223,0.01
206,404,0.01
206,405,0.03
206,210,0.02
206,276,0.12
206,239,0.01
206,406,0.03
206,288,0.09
206,277,0.01
206,212,0.09
206,213,0.03
206,228,0.06
206,240,0.01
206,342,0.01
206,215,0.01
206,407,0.05
206,253,0.05
206,293,0.02
206,283,0.01
206,229,0.02
206,321,0.01
206,266,0.01
206,248,0.01
206,259,0.03
206,408,0.01
206,302,0.01
206,323,0.03
206,296,0.07
206,409,0.01
206,410,0.03
206,299,0.03
207,279,0.06
207,236,0.51
207,207,0.04
207,269,0.01
207,209,0.03
207,270,0.01
207,213,0.06
207,215,0.1
207,289,0.01
207,283,0.09
207,229,0.01
207,305,0.03
207,355,0.01
211,279,0.03
211,347,0.08
211,204,0.03
211,269,0.03
211,238,0.03
211,287,0.03
211,227,0.03
211,212,0.39
211,213,0.08
211,262,0.03
211,283,0.03
211,229,0.11
211,305,0.03
211,306,0.05
211,216,0.05
213,247,0.5
213,254,0.5
217,219,0.06
217,205,0.06
217,203,0.18
217,209,0.06
217,239,0.06
217,286,0.06
217,240,0.06
217,278,0.06
217,372,0.06
217,296,0.35
219,251,0.06
219,279,0.02
219,204,0.01
219,219,0.05
219,220,0.01
219,207,0.01
219,222,0.03
219,209,0.05
219,239,0.01
219,212,0.06
219,289,0.03
219,304,0.01
219,283,0.04
219,229,0.09
219,247,0.04
219,216,0.01
219,266,0.09
219,248,0.01
219,272,0.04
219,259,0.03
219,273,0.02
219,312,0.13
219,233,0.12
220,219,0.18
220,223,0.02
220,239,0.06
220,326,0.04
220,212,0.02
220,312,0.67
222,241,0.04
222,374,0.01
222,202,0.01
222,220,0.01
222,205,0.01
222,203,0.01
222,285,0.01
222,207,0.05
222,274,0.01
222,224,0.01
222,314,0.29
222,210,0.03
222,276,0.01
222,227,0.02
222,212,0.02
222,213,0.06
222,228,0.01
222,215,0.01
222,291,0.01
222,278,0.01
222,414,0.01
222,306,0.04
222,266,0.03
222,248,0.01
222,232,0.18
222,254,0.01
222,312,0.05
223,347,0.01
223,207,0.05
223,269,0.02
223,210,0.09
223,211,0.06
223,287,0.01
223,326,0.01
223,256,0.01
223,213,0.2
223,214,0.01
223,240,0.1
223,215,0.24
223,229,0.06
223,305,0.01
223,385,0.01
223,217,0.12
223,266,0.01
224,331,0.02
224,205,0.07
224,203,0.02
224,318,0.02
224,212,0.46
224,415,0.02
224,257,0.25
224,229,0.07
224,254,0.09
227,276,0.11
227,288,0.67
227,212,0.17
227,254,0.06
229,241,0.03
229,337,0.01
229,338,0.01
229,374,0.01
229,219,0.05
229,416,0.01
229,220,0.13
229,285,0.01
229,242,0.01
229,207,0.06
229,221,0.04
229,274,0.01
229,222,0.01
229,223,0.01
229,224,0.03
229,209,0.02
229,239,0.01
229,226,0.02
229,288,0.01
229,244,0.01
229,340,0.01
229,277,0.01
229,227,0.05
229,212,0.04
229,341,0.01
229,319,0.01
229,257,0.01
229,215,0.01
229,253,0.02
229,320,0.01
229,291,0.01
229,293,0.03
229,229,0.02
229,271,0.01
229,264,0.02
229,247,0.02
229,414,0.01
229,306,0.02
229,231,0.06
229,417,0.01
229,266,0.01
229,248,0.01
229,232,0.01
229,273,0.04
229,254,0.01
229,356,0.02
229,234,0.01
229,393,0.01
233,397,0.17
233,219,0.17
233,326,0.17
233,240,0.17
233,232,0.17
233,254,0.17
234,212,0.22
234,382,0.09
234,231,0.7
237,222,0.25
237,232,0.5
237,254,0.25
238,203,0.19
238,236,0.06
238,238,0.06
238,209,0.06
238,212,0.25
238,240,0.06
238,290,0.06
238,254,0.19
238,393,0.06
242,212,0.75
242,240,0.25
243,208,0.25
243,239,0.5
243,212,0.25
244,222,0.13
244,239,0.38
244,406,0.13
244,257,0.13
244,266,0.13
244,312,0.13
246,227,0.07
246,212,0.07
246,213,0.14
246,240,0.21
246,283,0.21
246,229,0.07
246,263,0.07
246,266,0.07
246,313,0.07
249,220,0.23
249,203,0.05
249,285,0.05
249,275,0.05
249,326,0.05
249,277,0.05
249,291,0.09
249,306,0.18
249,272,0.18
249,267,0.09
251,337,0.01
251,338,0.01
251,300,0.02
251,219,0.02
251,220,0.03
251,205,0.01
251,242,0.01
251,208,0.01
251,400,0.03
251,209,0.01
251,339,0.01
251,391,0.01
251,210,0.02
251,239,0.01
251,421,0.01
251,288,0.02
251,227,0.03
251,212,0.04
251,341,0.02
251,257,0.01
251,228,0.07
251,342,0.05
251,253,0.01
251,246,0.01
251,291,0.03
251,229,0.02
251,247,0.01
251,231,0.01
251,232,0.08
251,273,0.24
251,312,0.1
251,234,0.01
251,393,0.03
256,220,0.11
256,277,0.04
256,227,0.07
256,257,0.04
256,240,0.15
256,229,0.04
256,327,0.04
256,385,0.07
256,231,0.04
256,295,0.11
256,254,0.22
256,312,0.07
259,374,0.14
259,301,0.14
259,341,0.57
259,407,0.14
260,219,0.13
260,220,0.02
260,207,0.04
260,223,0.3
260,239,0.02
260,212,0.07
260,213,0.02
260,240,0.24
260,229,0.07
260,273,0.02
260,254,0.07
267,220,1.0
271,219,0.07
271,242,0.43
271,222,0.14
271,239,0.07
271,291,0.07
271,229,0.07
271,278,0.07
271,232,0.07
272,279,0.35
272,347,0.05
272,280,0.05
272,213,0.25
272,215,0.05
272,283,0.1
272,229,0.1
272,218,0.05
279,284,0.27
279,332,0.04
279,269,0.04
279,227,0.02
279,213,0.06
279,240,0.19
279,283,0.04
279,229,0.1
279,271,0.02
279,216,0.04
279,254,0.04
279,369,0.13
280,396,0.06
280,301,0.25
280,341,0.19
280,228,0.25
280,407,0.19
280,377,0.06
281,205,0.07
281,276,0.07
281,288,0.36
281,212,0.29
281,257,0.07
281,264,0.07
281,273,0.07
287,219,0.17
287,220,0.09
287,285,0.09
287,227,0.35
287,320,0.04
287,247,0.04
287,232,0.13
287,254,0.04
287,335,0.04
290,357,0.0
290,338,0.04
290,205,0.02
290,203,0.01
290,419,0.0
290,242,0.0
290,207,0.0
290,222,0.01
290,208,0.25
290,225,0.0
290,209,0.01
290,210,0.0
290,211,0.02
290,226,0.04
290,256,0.0
290,227,0.01
290,240,0.0
290,215,0.01
290,291,0.01
290,229,0.04
290,264,0.01
290,231,0.01
290,323,0.01
290,273,0.42
290,254,0.01
290,356,0.03
301,219,0.1
301,285,0.02
301,242,0.1
301,243,0.05
301,244,0.02
301,277,0.02
301,212,0.24
301,257,0.02
301,240,0.02
301,253,0.12
301,229,0.02
301,278,0.02
301,271,0.02
301,247,0.02
301,248,0.05
301,273,0.02
301,297,0.1
303,251,0.0
303,443,0.0
303,219,0.7
303,202,0.01
303,220,0.02
303,285,0.0
303,242,0.02
303,222,0.14
303,224,0.04
303,209,0.01
303,227,0.01
303,291,0.01
303,247,0.01
303,414,0.0
303,328,0.01
303,266,0.01
303,272,0.0
303,232,0.0
308,444,0.47
308,211,0.07
308,212,0.27
308,257,0.07
308,240,0.07
308,263,0.07
315,219,0.05
315,220,0.05
315,205,0.05
315,314,0.65
315,209,0.05
315,273,0.15
317,279,0.01
317,220,0.01
317,205,0.01
317,285,0.01
317,207,0.06
317,447,0.12
317,274,0.02
317,448,0.01
317,276,0.01
317,288,0.02
317,244,0.01
317,277,0.02
317,212,0.35
317,213,0.07
317,262,0.01
317,215,0.03
317,291,0.01
317,293,0.1
317,283,0.07
317,229,0.02
317,263,0.02
317,271,0.03
317,216,0.01
319,279,0.6
319,286,0.4
324,203,0.01
324,209,0.02
324,276,0.02
324,286,0.01
324,212,0.01
324,257,0.03
324,240,0.01
324,291,0.03
324,229,0.03
324,264,0.03
324,247,0.03
324,216,0.01
324,248,0.03
324,273,0.67
324,254,0.03
325,238,0.57
325,248,0.14
325,254,0.29
330,220,0.13
330,221,0.02
330,238,0.63
330,318,0.09
330,210,0.07
330,310,0.04
330,273,0.02
332,219,0.11
332,202,0.11
332,220,0.11
332,203,0.11
332,239,0.22
332,231,0.11
332,328,0.11
332,272,0.11
335,279,0.02
335,220,0.0
335,260,0.01
335,207,0.04
335,238,0.01
335,384,0.05
335,211,0.03
335,239,0.01
335,256,0.0
335,270,0.0
335,213,0.03
335,214,0.1
335,240,0.06
335,262,0.02
335,215,0.36
335,446,0.01
335,381,0.02
335,229,0.01
335,271,0.0
335,264,0.01
335,305,0.0
335,217,0.13
335,259,0.01
335,254,0.01
338,220,0.07
338,203,0.02
338,449,0.02
338,224,0.11
338,400,0.02
338,391,0.02
338,210,0.02
338,227,0.02
338,341,0.02
338,291,0.02
338,229,0.09
338,231,0.18
338,377,0.04
338,408,0.07
338,273,0.13
338,254,0.07
338,356,0.07
339,223,0.16
339,227,0.04
339,266,0.48
339,273,0.28
339,254,0.04
346,300,0.03
346,398,0.03
346,219,0.01
346,318,0.02
346,210,0.01
346,276,0.29
346,431,0.06
346,288,0.32
346,212,0.02
346,341,0.08
346,213,0.01
346,257,0.02
346,228,0.06
346,407,0.01
346,259,0.03
346,296,0.02
349,220,0.09
349,205,0.03
349,227,0.06
349,229,0.12
349,273,0.71
350,241,0.02
350,251,0.02
350,219,0.08
350,236,0.02
350,223,0.02
350,225,0.05
350,209,0.03
350,239,0.02
350,431,0.02
350,213,0.05
350,240,0.06
350,342,0.05
350,215,0.02
350,253,0.02
350,291,0.03
350,283,0.02
350,229,0.05
350,271,0.02
350,385,0.03
350,321,0.02
350,266,0.02
350,296,0.05
350,254,0.06
350,312,0.19
350,234,0.08
354,219,0.28
354,220,0.08
354,205,0.01
354,203,0.01
354,242,0.05
354,206,0.01
354,222,0.04
354,238,0.05
354,209,0.01
354,210,0.01
354,276,0.01
354,288,0.01
354,212,0.15
354,270,0.01
354,213,0.01
354,240,0.08
354,229,0.05
354,266,0.01
354,451,0.01
354,232,0.04
354,295,0.01
354,254,0.02
354,297,0.01
355,219,0.23
355,222,0.03
355,223,0.05
355,208,0.25
355,441,0.08
355,232,0.08
355,312,0.3
357,219,1.0
358,251,0.03
358,219,0.18
358,220,0.03
358,205,0.03
358,223,0.06
358,208,0.03
358,211,0.06
358,239,0.15
358,215,0.03
358,229,0.03
358,271,0.03
358,247,0.03
358,248,0.18
358,254,0.12
358,324,0.03
360,338,0.08
360,374,0.04
360,203,0.25
360,426,0.02
360,301,0.02
360,225,0.04
360,318,0.02
360,276,0.02
360,288,0.02
360,227,0.02
360,212,0.02
360,341,0.02
360,228,0.06
360,253,0.21
360,246,0.02
360,387,0.04
360,323,0.04
360,437,0.02
360,356,0.02
361,241,0.03
361,284,0.31
361,236,0.03
361,213,0.1
361,240,0.08
361,215,0.03
361,283,0.03
361,229,0.03
361,271,0.03
361,230,0.03
361,369,0.33
363,397,0.04
363,219,0.45
363,235,0.07
363,242,0.01
363,237,0.01
363,208,0.01
363,224,0.05
363,212,0.01
363,257,0.06
363,240,0.1
363,291,0.01
363,327,0.01
363,265,0.01
363,272,0.01
363,312,0.14
368,222,0.02
368,269,0.09
368,427,0.02
368,212,0.09
368,240,0.3
368,304,0.19
368,229,0.02
368,313,0.28
370,215,0.5
370,254,0.5
372,400,0.25
372,401,0.25
372,228,0.5
375,219,0.14
375,205,0.04
375,227,0.25
375,212,0.29
375,240,0.07
375,271,0.04
375,247,0.04
375,231,0.04
375,266,0.04
375,273,0.04
375,460,0.04
378,443,0.02
378,220,0.04
378,399,0.04
378,288,0.02
378,277,0.13
378,227,0.04
378,212,0.11
378,240,0.02
378,407,0.02
378,433,0.02
378,229,0.09
378,264,0.02
378,248,0.02
378,259,0.02
378,273,0.28
378,254,0.11
379,220,0.12
379,285,0.06
379,223,0.06
379,227,0.12
379,257,0.12
379,232,0.06
379,254,0.47
381,242,0.06
381,231,0.59
381,266,0.06
381,232,0.24
381,273,0.06
383,219,0.1
383,203,0.05
383,275,0.1
383,209,0.1
383,318,0.05
383,288,0.05
383,212,0.38
383,283,0.05
383,296,0.05
383,380,0.05
383,297,0.05
385,279,0.08
385,204,0.08
385,219,0.05
385,220,0.15
385,243,0.03
385,212,0.38
385,240,0.13
385,296,0.03
385,254,0.05
385,297,0.03
386,241,0.23
386,202,0.39
386,224,0.05
386,227,0.15
386,230,0.01
386,266,0.17
389,421,0.05
389,341,0.05
389,228,0.65
389,462,0.2
389,433,0.05
392,279,0.25
392,219,0.03
392,207,0.03
392,318,0.03
392,212,0.06
392,213,0.06
392,214,0.09
392,240,0.03
