USER_ID,AGE,MERCHANT_ID,Transactions
108,35,242,0.07
108,35,215,0.07
108,35,255,0.07
108,35,218,0.79
109,38,239,0.06
109,38,256,0.06
109,38,212,0.19
109,38,257,0.19
109,38,258,0.44
109,38,259,0.06
114,38,212,0.61
114,38,240,0.39
121,32,300,0.03
121,32,301,0.03
121,32,276,0.03
121,32,288,0.42
121,32,212,0.19
121,32,218,0.03
121,32,259,0.06
121,32,302,0.19
124,40,219,0.05
124,40,284,0.03
124,40,235,0.02
124,40,285,0.02
124,40,242,0.02
124,40,314,0.38
124,40,243,0.07
124,40,257,0.02
124,40,231,0.17
124,40,265,0.02
124,40,273,0.02
124,40,254,0.03
124,40,312,0.17
135,37,241,0.01
135,37,279,0.02
135,37,219,0
135,37,220,0.03
135,37,268,0
135,37,205,0.03
135,37,203,0.01
135,37,236,0
135,37,285,0
135,37,242,0.07
135,37,206,0
135,37,237,0.01
135,37,223,0
135,37,208,0.01
135,37,314,0.01
135,37,238,0.01
135,37,209,0.06
135,37,210,0.01
135,37,211,0.05
135,37,286,0
135,37,227,0.07
135,37,214,0.01
135,37,215,0.11
135,37,289,0.02
135,37,291,0.01
135,37,293,0.01
135,37,229,0.03
135,37,264,0.01
135,37,247,0.11
135,37,306,0
135,37,216,0
135,37,231,0.01
135,37,309,0
135,37,217,0.02
135,37,218,0.01
135,37,266,0
135,37,232,0.01
135,37,267,0
135,37,296,0.03
135,37,273,0.16
135,37,254,0.01
135,37,330,0
135,37,311,0.01
145,38,337,0.15
145,38,338,0.08
145,38,208,0.01
145,38,224,0.01
145,38,225,0.01
145,38,209,0.01
145,38,339,0.01
145,38,340,0.01
145,38,341,0.01
145,38,319,0.01
145,38,342,0.05
145,38,253,0.01
145,38,246,0.03
145,38,343,0.02
145,38,266,0.02
145,38,323,0.06
145,38,273,0.43
145,38,254,0.03
145,38,234,0.03
146,36,338,0.01
146,36,202,0.01
146,36,220,0.04
146,36,344,0.01
146,36,203,0.04
146,36,242,0.01
146,36,222,0.01
146,36,223,0.01
146,36,208,0.1
146,36,238,0.01
146,36,209,0.09
146,36,345,0.04
146,36,239,0.01
146,36,227,0.02
146,36,212,0.03
146,36,240,0.01
146,36,215,0.09
146,36,291,0.02
146,36,229,0.01
146,36,247,0.01
146,36,216,0.01
146,36,266,0.01
146,36,248,0.01
146,36,273,0.26
146,36,254,0.02
146,36,233,0.12
147,38,346,0.01
147,38,347,0.01
147,38,348,0.03
