USER_ID,AGE,MERCHANT_ID,Transactions
101,22,201,0
101,22,202,0.67
101,22,203,0.33
102,22,204,0.02
102,22,205,0.02
102,22,206,0.02
102,22,207,0.1
102,22,208,0.02
102,22,209,0.02
102,22,210,0.02
102,22,211,0.02
102,22,212,0.48
102,22,213,0.02
102,22,214,0.02
102,22,215,0.12
102,22,216,0.05
102,22,217,0.02
102,22,218,0.02
104,20,219,0.12
104,20,220,0.04
104,20,235,0.08
104,20,236,0.12
104,20,237,0.04
104,20,238,0.08
104,20,209,0.16
104,20,211,0.04
104,20,239,0.04
104,20,240,0.08
104,20,215,0.08
104,20,217,0.04
104,20,233,0.08
106,20,212,1
112,20,219,0.04
112,20,202,0.04
112,20,223,0.08
112,20,224,0.08
112,20,209,0.04
112,20,239,0.16
112,20,272,0.08
112,20,273,0.36
112,20,254,0.12
113,21,219,0.13
113,21,220,0.09
113,21,274,0.09
113,21,275,0.04
113,21,276,0.13
113,21,277,0.13
113,21,212,0.17
113,21,257,0.04
113,21,229,0.13
113,21,278,0.04
116,21,219,0.78
116,21,205,0.04
116,21,221,0.04
116,21,209,0.04
116,21,212,0.04
116,21,229,0.04
119,23,241,0.01
119,23,251,0.01
119,23,279,0.09
119,23,219,0.01
119,23,220,0.12
119,23,284,0.01
119,23,205,0.01
119,23,203,0
119,23,236,0.01
119,23,285,0.01
119,23,242,0.01
119,23,207,0.02
119,23,221,0
119,23,222,0
119,23,223,0.01
119,23,269,0.01
119,23,224,0
119,23,209,0.01
119,23,243,0.05
119,23,210,0
119,23,276,0
119,23,211,0.01
119,23,286,0
119,23,287,0.01
119,23,288,0.01
119,23,277,0
119,23,227,0.04
119,23,212,0.1
119,23,213,0.05
119,23,257,0
119,23,240,0.02
119,23,215,0.05
119,23,289,0.01
119,23,253,0.01
119,23,255,0.01
119,23,290,0.01
119,23,291,0
119,23,292,0
119,23,293,0.01
119,23,283,0.01
119,23,229,0
119,23,278,0.01
119,23,263,0.04
119,23,271,0.01
119,23,264,0.01
119,23,247,0.01
119,23,294,0
119,23,216,0.02
119,23,217,0
119,23,266,0.01
119,23,248,0.01
119,23,259,0
119,23,295,0.01
119,23,296,0.12
119,23,297,0.01
119,23,298,0
122,21,220,0.4
122,21,210,0.04
122,21,257,0.04
122,21,229,0.36
122,21,218,0.04
122,21,273,0.08
122,21,254,0.04
123,25,303,0.01
123,25,279,0.01
123,25,219,0.01
123,25,220,0
123,25,205,0.02
123,25,203,0
123,25,236,0.02
123,25,206,0
123,25,207,0.08
123,25,223,0
123,25,208,0
123,25,269,0.01
123,25,280,0
123,25,209,0.04
123,25,210,0.01
123,25,211,0.04
123,25,239,0.02
123,25,227,0.01
123,25,212,0.01
123,25,270,0.01
123,25,213,0.01
123,25,240,0.02
123,25,215,0.33
123,25,289,0
123,25,255,0
123,25,290,0
123,25,293,0
123,25,304,0.01
123,25,283,0
123,25,229,0.01
123,25,271,0.01
123,25,264,0.01
123,25,305,0
123,25,306,0
123,25,307,0
123,25,308,0
123,25,216,0.02
123,25,231,0.01
123,25,309,0.02
123,25,217,0.04
123,25,266,0.01
123,25,232,0
123,25,267,0.01
123,25,310,0.01
123,25,296,0.01
123,25,273,0.13
123,25,254,0
123,25,311,0.01
123,25,312,0
123,25,313,0.03
128,23,315,0.03
128,23,300,0.1
128,23,219,0.03
128,23,316,0.03
